time,ADS.fAHUFlapETAActADSInternalValuesMirror,ADS.fAHUFlapETASetADSInternalValuesMirror,ADS.fAHUFanETASpeedActADSInternalValuesMirror,ADS.fAHUFanETASpeedSetADSInternalValuesMirror,ADS.fAHUFanETAVdpActADSInternalValuesMirror,ADS.fAHUFanETAVolFlowActADSInternalValuesMirror,ADS.fAHUTempETAADSInternalValuesMirror,ADS.fAHUHumETAADSInternalValuesMirror
2023-04-14T10:45:00Z,99.61000061035156,100.0,50.0,50.0,441.59,7314.439873046875,21.136199493408203,26.97799991607666
2023-04-14T11:00:00Z,99.59455508996945,100.0,50.0,50.0,442.7524752475247,7324.509122640779,21.206831582702034,26.842573675778834
2023-04-14T11:15:00Z,99.61000061035156,100.0,50.0,50.0,439.12,7295.7113037109375,21.2860001373291,26.65100046157837
2023-04-14T11:30:00Z,99.61000061035156,100.0,50.0,50.0,441.44554455445547,7315.600058980507,21.34732673191788,26.46138599131367
2023-04-14T11:45:00Z,99.61000061035156,100.0,50.0,50.0,443.4,7333.061630859375,21.425400142669677,26.134999980926512
2023-04-14T12:00:00Z,99.61000061035156,100.0,50.0,50.0,444.2475247524753,7340.370658647896,21.45259994506836,25.90990064639856
2023-04-14T12:15:00Z,99.61000061035156,100.0,50.0,50.0,434.84,7262.263251953125,21.46524705037032,25.724000415802003
2023-04-14T12:30:00Z,99.61000061035156,100.0,50.44177295684815,50.42101497650147,438.05,7285.706362304688,21.501600036621095,25.829999504089354
2023-04-14T12:45:00Z,99.59841647006498,100.0,50.0,50.0,437.56435643564356,7287.2455957998145,21.653069222327506,25.40198039064313
2023-04-14T13:00:00Z,99.61000061035156,100.0,50.0,50.0,436.2987012987013,7278.536088423295,21.792763057507965,25.01038965002283
2023-04-14T13:15:00Z,99.58297094968286,100.0,50.0,50.0,438.6039603960396,7298.384354695235,21.84376261493947,24.819801443874248
2023-04-14T13:30:00Z,99.61000061035156,100.0,50.0,50.0,438.87,7300.668227539062,21.85090040206909,24.785999450683594
2023-04-14T13:45:00Z,99.59841647006498,100.0,50.0,50.0,439.2277227722772,7303.308651763614,21.823499774932863,24.987128663771223
2023-04-14T14:00:00Z,99.61000061035156,100.0,50.0,50.0,439.9,7308.699389648437,21.803959912592823,24.852999629974367
2023-04-14T14:15:00Z,99.59440063476562,100.0,50.0,50.0,438.55,7298.371733398438,21.840799865722655,24.625000476837158
2023-04-14T14:30:00Z,99.59841647006498,100.0,50.0,50.0,436.3267326732673,7280.306384398205,21.914158358432278,24.405940235251247
2023-04-14T14:45:00Z,99.59830062866212,100.0,50.0,50.0,438.09,7295.087734375,21.923000144958497,24.18600019454956
2023-04-14T15:00:00Z,99.59455508996945,100.0,50.0,50.0,438.3267326732673,7296.2787167388615,21.906499767303465,23.886138217283946
2023-04-14T15:15:00Z,99.61000061035156,100.0,50.0,50.0,437.5,7289.367905273438,21.85821793811156,23.697000617980958
2023-04-14T15:30:00Z,99.59830062866212,100.0,50.0,50.0,436.5742574257426,7280.860477258663,21.791399974822998,23.962999877929686
2023-04-14T15:45:00Z,99.61000061035156,100.0,50.0,50.0,435.59,7271.873090820312,21.73059386073953,24.44950502225668
2023-04-14T16:00:00Z,99.59830062866212,100.0,50.0,50.0,436.05,7275.337573242187,21.694300441741944,25.000000076293944
2023-04-14T16:15:00Z,99.59841647006498,100.0,50.0,50.0,437.84158415841586,7290.243507309715,21.696436060537206,25.348514670192607
2023-04-14T16:30:00Z,99.58660064697266,100.0,50.0,50.0,437.7,7288.82205078125,21.67450017929077,25.737000217437743
2023-04-14T16:45:00Z,99.59069370987392,100.0,50.0,50.0,436.1485148514852,7275.360733485458,21.637029402326828,26.1940592586404
2023-04-14T17:00:00Z,99.61000061035156,100.0,50.0,50.0,437.37,7284.9837890625,21.5857000541687,26.57600028991699
2023-04-14T17:15:00Z,99.59841647006498,100.0,50.0,50.0,439.38613861386136,7300.875671991027,21.52160026550293,26.729703242235846
2023-04-14T17:30:00Z,99.61000061035156,100.0,50.0,50.0,436.8,7278.688735351562,21.464455311841302,26.812999382019044
2023-04-14T17:45:00Z,99.61000061035156,100.0,50.0,50.0,439.23,7298.198251953125,21.404099769592285,26.883999557495116
2023-04-14T18:00:00Z,99.61000061035156,100.0,50.0,50.0,438.3762376237624,7290.495218711324,21.350891415435488,26.90990064639856
2023-04-14T18:15:00Z,99.61000061035156,100.0,50.0,50.0,437.45,7282.308354492187,21.31499969482422,26.905999641418457
2023-04-14T18:30:00Z,99.61000061035156,100.0,50.0,50.0,437.8019801980198,7284.596510481127,21.2655446458571,27.129702955189316
2023-04-14T18:45:00Z,99.59440063476562,100.0,50.0,50.0,438.57,7289.819682617188,21.186299991607665,27.555000209808348
2023-04-14T19:00:00Z,99.61000061035156,100.0,50.0,50.0,438.81188118811883,7290.478974899443,21.067900104522707,27.878217432758596
2023-04-14T19:15:00Z,99.61000061035156,100.0,50.0,50.0,442.29,7318.0457421875,20.960296989667533,28.097000064849855
2023-04-14T19:30:00Z,99.58297094968286,100.0,50.0,50.0,442.44554455445547,7318.080198986696,20.864300003051756,28.322999324798584
2023-04-14T19:45:00Z,99.58270065307617,100.0,50.0,50.0,448.87,7370.266791992188,20.80465345099421,28.283167810723334
2023-04-14T20:00:00Z,99.61000061035156,100.0,50.0,50.0,445.39,7340.9724609375,20.74939998626709,28.06200023651123
2023-04-14T20:15:00Z,99.61000061035156,100.0,50.0,50.0,446.54455445544556,7349.793969484839,20.688019818598683,27.996039588852685
2023-04-14T20:30:00Z,99.59830062866212,100.0,50.0,50.0,445.76,7342.343935546875,20.617600021362303,28.0
2023-04-14T20:45:00Z,99.61000061035156,100.0,50.0,50.0,447.34653465346537,7354.773036239171,20.566039264792263,28.0
2023-04-14T21:00:00Z,99.59440063476562,100.0,50.0,50.0,447.93,7359.069267578125,20.524100494384765,28.090000324249267
2023-04-14T21:15:00Z,99.61000061035156,100.0,50.0,50.0,450.05940594059405,7375.586111540842,20.44299976348877,28.38899959564209
2023-04-14T21:30:00Z,99.57490066528321,100.0,50.0,50.0,449.27,7368.202973632812,20.37485141565304,28.614851923272163
