time,ADS.fAHUPHValveActADSInternalValuesMirror,ADS.fAHUPHValveSetADSInternalValuesMirror,ADS.eAHUPHPumpContModeADSInternalValuesMirror,ADS.bAHUPHPumpErrorADSInternalValuesMirror,ADS.bAHUPHPumpOperatingADSInternalValuesMirror,ADS.fAHUPHPumpPowerADSInternalValuesMirror,ADS.fAHUPHPumpPressureADSInternalValuesMirror,ADS.bAHUPHPumpSetOnADSInternalValuesMirror,ADS.fAHUPHPumpSetpointADSInternalValuesMirror,ADS.fAHUPHPumpSpeedADSInternalValuesMirror,ADS.fAHUPHPumpVolFlowADSInternalValuesMirror,ADS.fAHUPHTempSupPrimADSInternalValuesMirror,ADS.fAHUPHTempRetPrimADSInternalValuesMirror,ADS.fAHUPHTempSupADSInternalValuesMirror,ADS.fAHUPHTempRetADSInternalValuesMirror
2023-03-27T15:30:00Z,32.08640716552734,32.100684356689456,6.0,0.0,1.0,27.76,0.29379999995231626,1.0,50.0,2306.73,1.5670000159740447,69.89300132751465,53.9500004196167,24.746000061035158,19.124000053405762
2023-03-27T15:45:00Z,34.159073744669996,34.16594454321531,6.0,0.0,1.0,24.336633663366335,0.26457425745406954,1.0,44.65346534653465,2181.7128712871286,1.495049503770205,69.48316819596998,53.24752471470597,25.2930691596305,18.532673278657516
2023-03-27T16:00:00Z,35.0,35.0,6.0,0.0,1.0,17.08,0.20600000023841858,1.0,35.0,1921.97,1.328999959230423,67.64900009155274,51.78800003051758,25.52500009536743,18.376000080108643
2023-03-27T16:15:00Z,35.0,35.0,6.0,0.0,1.0,17.05,0.20580000013113023,1.0,35.0,1922.08,1.3139999556541442,68.595,52.53700004577637,25.9720001411438,18.86100030899048
2023-03-27T16:30:00Z,35.0,35.0,6.0,0.0,1.0,17.06930693069307,0.20600000023841858,1.0,35.0,1921.6039603960396,1.310891044021833,72.91980116438158,56.038613763186014,27.77425739552715,20.059406167209737
2023-03-27T16:45:00Z,35.0,35.0,6.0,0.0,1.0,17.04,0.20600000023841858,1.0,35.0,1921.93,1.3159999561309814,74.72599960327149,57.68099990844726,28.65399984359741,20.65899995803833
2023-03-27T17:00:00Z,35.0,35.0,6.0,0.0,1.0,17.06930693069307,0.20600000023841858,1.0,35.0,1922.1782178217823,1.317821738743546,75.41188185285814,58.36336660857248,28.850494894650904,20.77821756117415
2023-03-27T17:15:00Z,35.0,35.0,6.0,0.0,1.0,17.09,0.20580000013113023,1.0,35.0,1921.84,1.3139999556541442,74.84200050354004,57.86099983215332,28.517999725341795,20.519000072479248
2023-03-27T17:30:00Z,35.0,35.0,6.0,0.0,1.0,17.06930693069307,0.20600000023841858,1.0,35.0,1922.2673267326732,1.3425742198925208,74.39900978012841,57.396039490652555,28.082177870344406,20.057425791674323
2023-03-27T17:45:00Z,35.0,35.0,6.0,0.0,1.0,17.08,0.20580000013113023,1.0,35.0,1922.23,1.3139999556541442,72.94600036621094,56.13599994659424,27.115999813079835,19.27900011062622
2023-03-27T18:00:00Z,35.0,35.0,6.0,0.0,1.0,17.128712871287128,0.205603960422006,1.0,35.0,1921.930693069307,1.3169999563694,71.54599998474121,54.878000526428224,26.43799976348877,18.78799987792969
2023-03-27T18:15:00Z,35.0,35.0,6.0,0.0,1.0,17.11,0.20600000023841858,1.0,35.0,1922.05,1.319801937235464,71.60197901961827,54.947525137721904,26.221782249979455,18.50297030836049
2023-03-27T18:30:00Z,35.0,35.0,6.0,0.0,1.0,17.11,0.20600000023841858,1.0,35.0,1921.9,1.3249999582767487,71.15099983215332,54.560000343322756,25.916000137329103,18.26699983596802
2023-03-27T18:45:00Z,35.0,35.0,6.0,0.0,1.0,17.03960396039604,0.205603960422006,1.0,35.0,1921.881188118812,1.310891044021833,70.08712904524096,53.597029582108604,25.26633653546324,17.73564376453362
2023-03-27T19:00:00Z,35.0,35.0,6.0,0.0,1.0,17.07,0.20600000023841858,1.0,35.0,1921.77,1.3039999532699584,70.15899871826171,53.68399982452392,25.195000381469725,17.596000366210937
2023-03-27T19:15:00Z,35.0,35.0,6.0,0.0,1.0,17.059405940594058,0.20600000023841858,1.0,35.0,1922.0,1.317821738743546,70.06534606631439,53.62376188523699,25.230693099522355,17.708911027058516
2023-03-27T19:30:00Z,35.0,35.0,6.0,0.0,1.0,17.03,0.20580000013113023,1.0,35.0,1922.13,1.3019999527931214,69.68399963378906,53.256999549865725,25.083000316619874,17.600000381469727
2023-03-27T19:45:00Z,35.0,35.0,6.0,0.0,1.0,17.099009900990097,0.20600000023841858,1.0,35.0,1921.8910891089108,1.325742532711218,69.97722807024965,53.506930587315324,25.157426135374767,17.609901409338015
