time,ADS.fAHUFlapETAActADSInternalValuesMirror,ADS.fAHUFlapETASetADSInternalValuesMirror,ADS.fAHUFanETASpeedActADSInternalValuesMirror,ADS.fAHUFanETASpeedSetADSInternalValuesMirror,ADS.fAHUFanETAVdpActADSInternalValuesMirror,ADS.fAHUFanETAVolFlowActADSInternalValuesMirror,ADS.fAHUTempETAADSInternalValuesMirror,ADS.fAHUHumETAADSInternalValuesMirror,ADS.fAHUFanSUPVdpActADSInternalValuesMirror,ADS.fAHUFanSUPVolFlowActADSInternalValuesMirror
2022-12-31T22:15:00Z,99.58310410072063,100.0,53.215634313122976,53.256876189133216,454.37931034482756,7404.304401266164,19.92448293751684,40.234482995395005,699.1034482758621,7422.956997575431
2022-12-31T22:30:00Z,99.5965523555361,100.0,53.21765557650862,53.19307971822804,456.9655172413793,7425.509496228448,19.93275885746397,40.1620689918255,699.4137931034483,7424.646113954741
2022-12-31T22:45:00Z,99.61000061035156,100.0,53.24285217811321,53.28839466489595,456.7931034482759,7424.556371228448,19.97999960800697,39.875862253123316,699.2068965517242,7424.979812095905
2022-12-31T23:00:00Z,99.5965523555361,100.0,53.17296179409685,53.18296300953832,456.55172413793105,7422.940008755388,20.001379341914735,39.59655130320582,701.8965517241379,7441.758856411638
2022-12-31T23:15:00Z,99.61000061035156,100.0,53.12348017199286,53.1128615017595,457.6896551724138,7432.2174703663795,20.001071453094482,39.2758622005068,701.4137931034483,7436.590012122845
2022-12-31T23:30:00Z,99.61000061035156,100.0,53.212467193603516,53.177913665771484,457.17241379310343,7429.882256869612,19.968275333273,38.96071434020996,700.0689655172414,7428.621598868534
2022-12-31T23:45:00Z,99.61000061035156,100.0,53.146057401384624,53.16190665108817,457.92857142857144,7433.200247628348,19.953103427229255,38.48620697547649,699.6071428571429,7425.799089704241
2023-01-01T00:00:00Z,99.61000061035156,100.0,53.053188192433325,53.05535336198478,458.3448275862069,7437.263941271552,19.978620200321593,37.920689681480674,700.1034482758621,7428.5234375
2023-01-01T00:15:00Z,99.61000061035156,100.0,53.277822165653625,53.274019701727504,458.82758620689657,7441.2999057112065,19.994137796862372,37.503448223245556,698.9310344827586,7423.439217403017
2023-01-01T00:30:00Z,99.58310410072063,100.0,53.11572686557112,53.12168989510372,457.1034482758621,7427.302869073276,19.987585922767376,37.16206872874293,701.9310344827586,7437.325649919181
2023-01-01T00:45:00Z,99.61000061035156,100.0,53.021352439091125,53.05591859488651,458.0344827586207,7435.788490032328,19.931379384007947,36.84137962604391,703.0,7441.9554653825435
2023-01-01T01:00:00Z,99.61000061035156,100.0,53.17600263398269,53.16482649178341,458.1034482758621,7434.190160290948,19.891378863104457,36.58620663346915,699.8275862068965,7423.879832300647
2023-01-01T01:15:00Z,99.5965523555361,100.0,53.20553260013975,53.21715058951542,455.48275862068965,7412.573646282328,19.89689616499276,36.32413824673357,701.1034482758621,7430.3792093211205
2023-01-01T01:30:00Z,99.61000061035156,100.0,53.26415870929586,53.214522263099404,458.9310344827586,7444.556640625,19.926785945892334,36.151723795923694,699.8275862068965,7425.014698949353
2023-01-01T01:45:00Z,99.61000061035156,100.0,53.07181208474295,53.08186953408377,456.60714285714283,7422.464163643973,19.923448431080786,36.099998474121094,700.9642857142857,7428.70734514509
2023-01-01T02:00:00Z,99.61000061035156,100.0,53.06863284933156,53.09081005227977,457.37931034482756,7429.72021484375,19.88965468571104,36.162068202577785,702.5172413793103,7438.707317483836
2023-01-01T02:15:00Z,99.56965584590517,100.0,53.11557309380893,53.09724689352101,456.7241379310345,7422.579606681034,19.864827912429284,36.36896567509092,701.0,7430.9454977101295
2023-01-01T02:30:00Z,99.5965523555361,100.0,53.096626939444704,53.10040993526064,457.2758620689655,7427.434890220905,19.88930998177364,36.55172374330718,702.7931034482758,7440.048188308189
2023-01-01T02:45:00Z,99.5965523555361,100.0,53.07441908737709,53.07125209939891,457.9310344827586,7430.718514278017,19.918965569857892,36.75862095273774,700.5862068965517,7428.7005825700435
2023-01-01T03:00:00Z,99.61000061035156,100.0,53.085892381339235,53.068114839751146,457.0689655172414,7425.890002020474,19.920000010523303,37.04827604622677,701.7241379310345,7435.3480435075435
2023-01-01T03:15:00Z,99.61000061035156,100.0,53.07295740061793,53.081951535981275,457.41379310344826,7428.593901535561,19.895171921828698,37.379310607910156,699.7931034482758,7423.536250673491
2023-01-01T03:30:00Z,99.61000061035156,100.0,53.25068283081055,53.25759322067787,456.82758620689657,7423.429115032328,19.870000089917863,37.806896735881935,700.4137931034483,7426.4200228987065
2023-01-01T03:45:00Z,99.61000061035156,100.0,53.09317148142848,53.14382276863888,455.41379310344826,7412.301909348061,19.886206528236126,38.14642810821533,700.8620689655172,7429.011753627232
2023-01-01T04:00:00Z,99.61000061035156,100.0,53.12173012324742,53.077115876334055,459.35714285714283,7445.669398716518,19.906896328103954,38.44137928403657,698.6071428571429,7418.412883890086
2023-01-01T04:15:00Z,99.5965523555361,100.0,53.10421016298491,53.1426352139177,456.3448275862069,7419.841460129311,19.89103415916706,38.775862595130654,701.551724137931,7432.863887392241
2023-01-01T04:30:00Z,99.61000061035156,100.0,53.0797453255489,53.058687144312366,458.6896551724138,7435.054333917026,19.855862387295428,39.14137873156317,701.7586206896551,7432.335095635776
